BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ENERGYSTARScore,SteamUse(kBtu),TotalGHGEmissions,BuildingAge
Nonresidential COS,Other,98104.0,2,DOWNTOWN,47.59871,-122.3299,3,67755,0,,0.0,13.28,110
NonResidential,Mixed Use Property,98134.0,2,GREATER DUWAMISH,47.59334,-122.32905,3,56700,0,37.0,0.0,31.58,106
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.59366,-122.32666,1,82852,0,83.0,0.0,65.56,94
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.57941,-122.33131,2,76442,0,,0.0,132.6,63
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.57658,-122.33054,2,92792,0,56.0,0.0,74.18,54
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.58444,-122.33282,2,125519,0,,0.0,15.65,75
NonResidential,Large Office,98134.0,2,GREATER DUWAMISH,47.58361,-122.33369,4,129000,25800,80.0,0.0,30.5,116
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.58781,-122.33264,1,78814,0,69.0,0.0,16.48,62
NonResidential,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,47.59486,-122.33368,4,58970,0,,0.0,41.18,112
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.59403,-122.33367,6,75600,10800,15.0,0.0,18.74,106
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.59363,-122.33371,4,56270,0,,0.0,7.37,109
NonResidential,Small- and Mid-Sized Office,98104.0,2,DOWNTOWN,47.59701,-122.33378,4,66842,0,31.0,0.0,138.35,112
NonResidential,Small- and Mid-Sized Office,98104.0,2,DOWNTOWN,47.59639,-122.33368,6,75288,10800,81.0,0.0,20.18,107
NonResidential,Large Office,98104.0,2,DOWNTOWN,47.59806,-122.33475,7,184322,0,81.0,0.0,67.78,112
NonResidential,Large Office,98104.0,2,DOWNTOWN,47.59767,-122.33467,7,287853,0,43.0,0.0,182.14,7
NonResidential,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,47.59202,-122.33486,2,64512,0,53.0,0.0,180.76,102
NonResidential,Mixed Use Property,98134.0,2,GREATER DUWAMISH,47.58924,-122.33566,6,286000,111774,,0.0,445.62,7
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.58365,-122.33467,7,144050,0,26.0,0.0,98.43,90
NonResidential,Small- and Mid-Sized Office,98104.0,2,GREATER DUWAMISH,47.58252,-122.33465,3,60592,0,16.0,0.0,47.25,86
NonResidential,Large Office,98134.0,2,GREATER DUWAMISH,47.58181,-122.33534,6,1380959,0,79.0,0.0,810.7,104
NonResidential,Retail Store,98134.0,2,GREATER DUWAMISH,47.57842,-122.33558,1,107930,0,57.0,0.0,100.42,23
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.57096,-122.3355,1,99084,0,83.0,0.0,49.25,90
NonResidential,Distribution Center,98106.0,1,DELRIDGE,47.56676,-122.35247,1,72719,0,28.0,0.0,42.74,63
NonResidential,Small- and Mid-Sized Office,98134.0,3,EAST,47.59534849,-122.327269,4,76624,0,91.0,0.0,33.41,86
NonResidential,Small- and Mid-Sized Office,98105.0,4,NORTHEAST,47.66158,-122.31625,6,91706,36583,2.0,0.0,59.75,15
NonResidential,Medical Office,98109.0,7,LAKE UNION,47.62395,-122.33392,5,129093,39902,6.0,0.0,477.85,8
NonResidential,Large Office,98106.0,1,DELRIDGE,47.56787,-122.36419,5,138106,16221,41.0,0.0,58.43,25
NonResidential,Retail Store,98108.0,2,GREATER DUWAMISH,47.56664,-122.32346,1,56572,0,66.0,0.0,67.29,43
NonResidential,Medical Office,98104.0,3,EAST,47.60979,-122.32298,0,225982,0,53.0,7815663.0,692.12,12
NonResidential,Mixed Use Property,98121.0,7,DOWNTOWN,47.61783,-122.33729,0,516407,0,31.0,0.0,734.72,10
NonResidential,Large Office,98104.0,2,DOWNTOWN,47.59794,-122.32767,11,312512,0,,0.0,185.39,16
NonResidential,Large Office,98101.0,7,DOWNTOWN,47.6074,-122.33777,42,1592914,0,97.0,986403.1875,481.06,11
NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,47.61077,-122.3361,6,97720,0,,0.0,17.28,90
NonResidential,Medical Office,98104.0,3,EAST,47.61002,-122.32222,10,422503,206580,46.0,994154.3125,190.1,31
NonResidential,Medical Office,98122.0,3,CENTRAL,47.60649,-122.31121,7,94500,0,68.0,0.0,40.38,29
NonResidential,Retail Store,98106.0,1,DELRIDGE,47.53655,-122.36377,1,94713,0,79.0,0.0,94.74,11
NonResidential,Medical Office,98122.0,7,EAST,47.60707,-122.3288,9,302902,101342,58.0,0.0,130.32,8
NonResidential,Medical Office,98104.0,3,EAST,47.60883,-122.32494,19,319911,156407,50.0,3593940.25,357.39,43
NonResidential,Large Office,98104.0,7,DOWNTOWN,47.60353,-122.33558,6,205521,0,94.0,2068666.75,282.46,116
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60197,-122.33437,6,56700,0,55.0,0.0,21.37,116
NonResidential,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,47.59554,-122.32471,4,72000,0,89.0,0.0,23.48,91
NonResidential,Large Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63347,-122.34078,4,191146,94892,93.0,0.0,35.56,16
NonResidential,Other,98121.0,1,DELRIDGE,47.56797,-122.36711,3,68763,11527,,0.0,310.19,15
NonResidential,Other,98118.0,2,SOUTHEAST,47.56961,-122.28881,1,102133,0,,0.0,530.62,22
NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61567,-122.33503,14,362046,0,86.0,0.0,116.95,8
NonResidential,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62476,-122.35521,2,81336,0,,0.0,270.17,22
NonResidential,Large Office,98101.0,7,DOWNTOWN,47.6115,-122.33278,23,538933,0,90.0,0.0,111.69,15
NonResidential,Other,98121.0,7,DOWNTOWN,47.61234,-122.34897,6,275982,197130,,0.0,36.49,33
NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62497,-122.35965,5,98668,0,91.0,0.0,30.61,34
NonResidential,Large Office,98134.0,2,GREATER DUWAMISH,47.57639,-122.32072,1,158931,28381,12.0,0.0,98.54,9
NonResidential,Large Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65692,-122.37059,1,105100,0,1.0,0.0,357.86,38
NonResidential,Retail Store,98121.0,7,MAGNOLIA / QUEEN ANNE,47.63284,-122.37712,1,50660,0,51.0,0.0,60.7,38
NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63156,-122.37551,2,61929,0,59.0,0.0,55.73,79
NonResidential,Large Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62302,-122.36476,4,165111,55000,1.0,0.0,177.62,16
NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.61588,-122.34965,3,20565,0,65.0,0.0,5.59,91
NonResidential,Large Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62175,-122.36313,5,159937,55971,63.0,0.0,54.78,16
NonResidential,Large Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62101,-122.36188,5,183964,46763,56.0,0.0,103.57,8
NonResidential,Large Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.61891,-122.35958,5,208210,78848,95.0,0.0,116.74,30
NonResidential,Large Office,98121.0,7,DOWNTOWN,47.61813,-122.35833,7,277486,80283,63.0,0.0,88.74,30
NonResidential,Large Office,98121.0,7,DOWNTOWN,47.614,-122.35375,3,187130,0,77.0,0.0,70.09,23
NonResidential,Large Office,98121.0,7,DOWNTOWN,47.61287,-122.35022,5,251044,117867,99.0,0.0,119.81,16
NonResidential,Warehouse,98101.0,7,DOWNTOWN,47.60703,-122.34038,5,154330,0,81.0,0.0,8.8,104
NonResidential,Large Office,98006.0,7,DOWNTOWN,47.60604,-122.33948,6,108245,14690,,266262.0,50.17,98
NonResidential,Large Office,98104.0,7,DOWNTOWN,47.6047,-122.33739,6,167860,0,70.0,0.0,47.39,111
NonResidential,Large Office,98104.0,7,DOWNTOWN,47.60247,-122.33621,6,112560,0,86.0,0.0,97.82,106
NonResidential,Retail Store,98104.0,7,DOWNTOWN,47.60223,-122.33602,6,86204,0,89.0,0.0,69.02,106
Nonresidential COS,Warehouse,98134.0,2,GREATER DUWAMISH,47.5829,-122.32417,2,145158,0,51.0,0.0,119.46,31
NonResidential,Large Office,98134.0,2,GREATER DUWAMISH,47.58716,-122.32214,2,112896,0,66.0,0.0,157.48,65
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.58685,-122.32501,1,110613,0,95.0,0.0,7.08,56
NonResidential,Warehouse,98103.0,2,GREATER DUWAMISH,47.58553,-122.32511,4,149881,0,97.0,0.0,95.86,65
NonResidential,Warehouse,98121.0,2,GREATER DUWAMISH,47.58042,-122.32552,3,98220,0,12.0,0.0,75.29,65
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.58096,-122.32313,1,84420,0,55.0,0.0,19.86,46
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.57055,-122.3267,1,73335,0,,0.0,155.74,55
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.5794,-122.32848,2,56876,0,,0.0,48.5,88
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.58241,-122.32866,2,61200,0,16.0,0.0,178.62,85
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.58772,-122.32686,1,111908,0,87.0,0.0,34.14,29
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.5908,-122.32828,2,63644,0,,0.0,168.5,30
NonResidential,Mixed Use Property,98134.0,2,GREATER DUWAMISH,47.59439,-122.32839,2,108753,18860,,0.0,25.37,86
NonResidential,Supermarket / Grocery Store,98117.0,6,NORTHWEST,47.69197,-122.35877,1,141890,35545,91.0,0.0,293.56,46
NonResidential,Small- and Mid-Sized Office,98107.0,6,BALLARD,47.6633,-122.37549,4,92092,21055,5.0,0.0,33.58,15
NonResidential,Warehouse,98199.0,7,MAGNOLIA / QUEEN ANNE,47.6592,-122.38437,3,56259,0,,0.0,86.9,42
NonResidential,Other,98105.0,4,NORTHEAST,47.65529,-122.32133,6,143439,0,,0.0,710.7,10
NonResidential,Large Office,98103.0,6,LAKE UNION,47.64912,-122.34823,4,202623,88855,73.0,0.0,61.86,8
NonResidential,Small- and Mid-Sized Office,98103.0,6,LAKE UNION,47.64932,-122.35187,2,77174,25800,33.0,0.0,38.21,16
NonResidential,Large Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62817,-122.34212,5,110524,0,57.0,0.0,47.82,18
NonResidential,Mixed Use Property,98109.0,3,LAKE UNION,47.6289,-122.32877,5,287224,103650,,0.0,314.43,8
NonResidential,Laboratory,98102.0,3,LAKE UNION,47.63079,-122.32693,4,115748,18382,,0.0,1154.79,17
NonResidential,Large Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62225,-122.35915,7,241875,84689,88.0,0.0,68.06,16
NonResidential,Large Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.61949,-122.35639,5,102930,18720,85.0,0.0,65.03,42
NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.61472,-122.35566,3,76893,0,,0.0,260.13,114
NonResidential,Large Office,98121.0,7,DOWNTOWN,47.61732,-122.34791,8,150000,23630,65.0,0.0,119.93,41
NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61628,-122.33391,7,274362,0,82.0,0.0,147.82,63
NonResidential,Large Office,98121.0,7,DOWNTOWN,47.61599,-122.34165,15,378002,116280,85.0,0.0,246.83,33
NonResidential,Large Office,98121.0,7,DOWNTOWN,47.61481,-122.33969,11,169020,0,83.0,2887565.25,346.62,53
NonResidential,Other,98121.0,7,DOWNTOWN,47.61438,-122.33871,33,429405,0,98.0,0.0,1921.82,35
NonResidential,Large Office,98104.0,7,DOWNTOWN,47.60454,-122.33072,76,1952220,319400,86.0,0.0,882.56,31
NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61418,-122.33485,19,383515,89778,90.0,0.0,110.7,35
NonResidential,Medical Office,98101.0,7,DOWNTOWN,47.6129,-122.33684,18,363934,28870,68.0,6090187.5,582.28,91
NonResidential,Retail Store,98101.0,7,DOWNTOWN,47.61203,-122.33486,4,78920,0,80.0,0.0,109.85,87
NonResidential,Large Office,98121.0,7,DOWNTOWN,47.61051,-122.34439,7,131143,87160,93.0,0.0,109.16,37
NonResidential,Other,98101.0,7,DOWNTOWN,47.61289,-122.33531,0,947987,0,,0.0,324.25,17
NonResidential,Mixed Use Property,98122.0,3,EAST,47.61505,-122.32,4,55520,0,,0.0,150.88,108
NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61036,-122.34037,10,132998,0,97.0,1530680.625,133.8,108
NonResidential,Retail Store,98101.0,7,DOWNTOWN,47.60956,-122.33715,3,83118,0,59.0,0.0,27.82,76
NonResidential,Retail Store,98101.0,7,DOWNTOWN,47.60925,-122.33734,3,77555,0,39.0,0.0,54.4,92
NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.60765,-122.34097,6,51218,0,57.0,0.0,20.12,107
NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60765,-122.3348,29,489182,0,43.0,0.0,426.39,46
NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60769,-122.33544,27,216571,13320,62.0,7413886.0,639.72,87
NonResidential,Large Office,98104.0,7,DOWNTOWN,47.60741,-122.33565,13,189175,0,13.0,0.0,132.71,95
NonResidential,Large Office,98104.0,7,DOWNTOWN,47.60582,-122.33464,13,293803,74481,25.0,0.0,119.03,18
NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60576,-122.33922,7,122356,0,91.0,0.0,41.8,106
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60366,-122.33328,3,52298,0,89.0,0.0,13.72,95
NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60304,-122.33362,17,116640,0,75.0,1736650.625,169.06,105
NonResidential,Large Office,98104.0,3,DOWNTOWN,47.60573,-122.33028,42,1249055,201121,95.0,0.0,264.78,35
NonResidential,Medical Office,98104.0,3,EAST,47.60663,-122.32157,5,188339,99314,15.0,0.0,89.41,28
NonResidential,University,98122.0,3,CENTRAL,47.6094,-122.31506,2,60122,0,,0.0,9.31,100
NonResidential,Small- and Mid-Sized Office,98104.0,2,DOWNTOWN,47.5981,-122.33369,6,95000,13700,83.0,0.0,31.43,106
NonResidential,Large Office,98104.0,7,DOWNTOWN,47.6029,-122.32927,9,224857,0,79.0,4047481.0,390.67,45
NonResidential,Large Office,98104.0,2,DOWNTOWN,47.59878,-122.33088,8,446261,124788,96.0,0.0,94.59,18
NonResidential,Other,98104.0,2,GREATER DUWAMISH,47.59273,-122.33455,2,58492,0,,0.0,51.56,77
NonResidential,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,47.58958,-122.33369,6,62370,0,30.0,0.0,30.35,109
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.58454,-122.3269,1,73296,0,83.0,0.0,73.58,56
Nonresidential COS,Other,98134.0,2,GREATER DUWAMISH,47.5829,-122.32417,4,99122,0,,0.0,179.45,72
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.58251,-122.32528,1,66133,0,,0.0,89.94,31
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.57613,-122.33864,2,115668,0,,0.0,111.23,64
NonResidential,Other,98108.0,2,GREATER DUWAMISH,47.56301,-122.32564,1,141686,0,,0.0,46.52,46
NonResidential,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,47.55695,-122.33176,1,93610,0,95.0,0.0,152.28,66
NonResidential,Large Office,98108.0,2,GREATER DUWAMISH,47.55238,-122.32762,2,156188,0,67.0,0.0,60.92,43
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.54923,-122.32446,1,115620,0,11.0,0.0,13.61,50
NonResidential,Large Office,98108.0,2,GREATER DUWAMISH,47.54699,-122.32882,5,238148,0,93.0,0.0,75.12,41
NonResidential,Distribution Center,98108.0,2,GREATER DUWAMISH,47.54326,-122.33134,1,71718,0,100.0,0.0,1.06,47
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,47.53628,-122.3329,1,55450,0,31.0,0.0,131.64,47
NonResidential,Distribution Center,98108.0,1,GREATER DUWAMISH,47.52549,-122.33064,1,54880,0,32.0,0.0,89.53,37
NonResidential,Retail Store,98126.0,1,DELRIDGE,47.52222,-122.36892,1,102500,0,81.0,0.0,158.55,24
NonResidential,Other,98105.0,4,NORTHEAST,47.66478,-122.29804,6,361398,272900,,0.0,119.92,14
NonResidential,Supermarket / Grocery Store,98144.0,2,GREATER DUWAMISH,47.57903,-122.29982,1,50785,0,57.0,0.0,195.43,53
NonResidential,Small- and Mid-Sized Office,98106.0,1,DELRIDGE,47.54103,-122.33766,3,85126,0,1.0,0.0,166.13,87
NonResidential,Other,98125.0,5,NORTH,47.70911,-122.32529,5,303255,19820,,0.0,99.14,16
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.56613,-122.33838,1,411584,0,43.0,0.0,455.39,30
NonResidential,Mixed Use Property,98104.0,7,DOWNTOWN,47.59937,-122.33116,4,73320,0,,0.0,29.16,114
NonResidential,Large Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.6252,-122.36737,4,242686,100176,77.0,0.0,67.51,8
NonResidential,Small- and Mid-Sized Office,98104.0,2,DOWNTOWN,47.5992,-122.33223,6,95760,15840,83.0,0.0,74.45,116
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.56733,-122.3352,1,179413,0,57.0,0.0,24.12,70
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.57513,-122.33739,1,65288,0,,0.0,4.22,99
NonResidential,Warehouse,98106.0,1,DELRIDGE,47.5725,-122.3571,1,170632,0,98.0,0.0,4.2,50
NonResidential,Large Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63264,-122.34171,10,381511,0,87.0,0.0,106.12,22
NonResidential,Large Office,98104.0,3,DOWNTOWN,47.60214,-122.32726,17,413264,138098,91.0,0.0,95.03,7
NonResidential,Mixed Use Property,98105.0,4,NORTHEAST,47.6586,-122.3124,6,122400,54300,63.0,0.0,79.39,7
NonResidential,Retail Store,98105.0,4,NORTHEAST,47.66246,-122.29898,2,93803,0,,0.0,110.41,60
SPS-District K-12,K-12 School,98122.0,3,CENTRAL,47.6012,-122.31548,1,52924,0,,0.0,13.64,28
NonResidential,Warehouse,98118.0,2,GREATER DUWAMISH,47.51304,-122.28394,2,123000,0,47.0,0.0,20.94,50
NonResidential,Medical Office,98122.0,3,EAST,47.6056366,-122.3214798,5,275130,112980,70.0,0.0,69.3,13
NonResidential,Warehouse,98136.0,2,GREATER DUWAMISH,47.51168,-122.28285,1,60448,0,90.0,0.0,27.24,38
NonResidential,Hospital,98122.0,3,EAST,47.608951,-122.322402,14,1765970,0,54.0,134943456.0,12307.16,22
NonResidential,Other,98121.0,7,MAGNOLIA / QUEEN ANNE,47.61915,-122.35871,4,62600,0,,0.0,406.04,88
NonResidential,Mixed Use Property,98122.0,3,EAST,47.60453796,-122.3203278,4,77412,21612,,0.0,20.85,12
NonResidential,Medical Office,98122.0,3,EAST,47.60796711,-122.3195445,5,289419,159157,59.0,0.0,133.5,26
NonResidential,Other,98115.0,5,NORTH,47.6993,-122.32378,5,90266,0,18.0,0.0,54.18,29
NonResidential,Warehouse,98107.0,6,BALLARD,47.6582,-122.36434,4,87332,6458,87.0,0.0,14.49,12
NonResidential,Hotel,98122.0,3,EAST,47.61210727,-122.3205972,6,150545,50017,28.0,0.0,453.76,13
NonResidential,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62147,-122.34817,5,141718,0,,0.0,341.23,17
NonResidential,Hotel,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62562,-122.35121,5,111856,21273,8.0,0.0,278.97,8
NonResidential,Warehouse,98122.0,3,EAST,47.61818,-122.31728,4,132828,0,83.0,0.0,7.56,28
NonResidential,Warehouse,98106.0,1,DELRIDGE,47.53935,-122.34402,1,70400,0,1.0,0.0,284.01,46
NonResidential,Retail Store,98133.0,5,NORTHWEST,47.71417,-122.34256,1,101830,0,60.0,0.0,295.12,21
SPS-District K-12,K-12 School,98122.0,3,CENTRAL,47.6021,-122.29181,3,55353,0,,0.0,9.99,28
NonResidential,University,98144.0,3,CENTRAL,47.5997,-122.30364,4,114000,0,,0.0,109.71,42
SPS-District K-12,Other,98124.0,2,GREATER DUWAMISH,47.5805,-122.33032,3,338063,0,,0.0,259.49,14
NonResidential,Warehouse,98053.0,1,SOUTHWEST,47.57311,-122.3601,1,152365,0,88.0,0.0,13.07,51
NonResidential,Medical Office,98122.0,3,CENTRAL,47.60705,-122.30966,6,320946,0,57.0,0.0,189.85,106
NonResidential,Retail Store,98108.0,2,GREATER DUWAMISH,47.54862,-122.32272,1,74178,0,,0.0,134.82,58
NonResidential,Warehouse,98125.0,5,NORTH,47.70799,-122.30185,4,80360,0,96.0,0.0,16.27,29
SPS-District K-12,K-12 School,98116.0,1,SOUTHWEST,47.5795,-122.38723,1,61183,0,92.0,0.0,95.54,66
NonResidential,Supermarket / Grocery Store,98122.0,3,EAST,47.61318,-122.32122,3,119190,0,71.0,0.0,267.0,20
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.59394,-122.32452,2,51856,0,,0.0,13.51,8
NonResidential,Mixed Use Property,98134.0,2,GREATER DUWAMISH,47.58718,-122.33467,3,66138,12586,3.0,0.0,49.29,95
NonResidential,Large Office,98105.0,4,NORTHEAST,47.66181,-122.31231,3,113944,48510,1.0,0.0,128.73,56
NonResidential,Worship Facility,98115.0,4,NORTHEAST,47.67738,-122.28996,2,22220,0,90.0,0.0,31.74,59
SPS-District K-12,K-12 School,98115.0,5,NORTHEAST,47.69054,-122.29705,1,46732,0,87.0,0.0,89.08,61
NonResidential,Mixed Use Property,98108.0,2,GREATER DUWAMISH,47.54437,-122.30863,1,44700,0,,0.0,30.52,54
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.54137,-122.33051,1,44100,0,1.0,0.0,11.29,40
NonResidential,Distribution Center,98108.0,2,GREATER DUWAMISH,47.54113,-122.32633,1,27800,0,13.0,0.0,24.39,51
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.55436,-122.33631,1,46340,0,3.0,0.0,17.87,15
Campus,Other,98155.0,2,GREATER DUWAMISH,47.54134,-122.30529,1,22800,0,,0.0,101.5,22
NonResidential,Small- and Mid-Sized Office,98122.0,3,CENTRAL,47.60191,-122.31438,3,38460,0,69.0,0.0,36.02,106
NonResidential,Worship Facility,98103.0,6,NORTHWEST,47.68576,-122.35481,2,21022,0,54.0,0.0,43.84,94
SPS-District K-12,K-12 School,98116.0,1,SOUTHWEST,47.5773,-122.4074,2,51489,0,93.0,0.0,70.76,62
NonResidential,Distribution Center,98118.0,2,GREATER DUWAMISH,47.51127,-122.281,1,48001,0,49.0,0.0,86.46,49
NonResidential,Warehouse,98118.0,2,GREATER DUWAMISH,47.51399,-122.27946,1,26380,0,,0.0,3.58,37
NonResidential,Warehouse,98118.0,2,GREATER DUWAMISH,47.51018,-122.28192,1,37351,0,10.0,0.0,77.04,47
NonResidential,Warehouse,98118.0,2,GREATER DUWAMISH,47.51127,-122.281,1,30375,0,73.0,0.0,2.41,35
NonResidential,Warehouse,98118.0,2,GREATER DUWAMISH,47.51104,-122.28245,1,30004,0,,0.0,2.57,37
NonResidential,Other,98115.0,4,NORTHEAST,47.68541,-122.27097,3,39971,0,,0.0,416.07,88
NonResidential,Worship Facility,98117.0,6,BALLARD,47.68164,-122.3753,2,33589,0,90.0,0.0,21.93,102
NonResidential,Small- and Mid-Sized Office,98107.0,6,BALLARD,47.66587,-122.38476,3,43500,0,46.0,0.0,22.65,37
NonResidential,Small- and Mid-Sized Office,98107.0,6,BALLARD,47.67528,-122.40836,2,28492,0,12.0,0.0,37.78,38
NonResidential,Small- and Mid-Sized Office,98107.0,6,BALLARD,47.6744,-122.40735,3,22325,0,,0.0,9.77,53
NonResidential,Restaurant,98107.0,6,BALLARD,47.67398,-122.40765,3,22719,0,,0.0,9.47,39
NonResidential,Laboratory,98101.0,7,DOWNTOWN,47.61597,-122.33086,2,44588,22000,,0.0,50.55,70
SPS-District K-12,K-12 School,98122.0,3,CENTRAL,47.60842,-122.30093,2,37327,0,92.0,0.0,71.06,91
NonResidential,Retail Store,98144.0,3,DOWNTOWN,47.59692,-122.31543,2,147545,0,69.0,0.0,169.75,99
Nonresidential COS,Other,98115.0,4,NORTH,47.68339,-122.31947,2,21462,0,,0.0,7.77,93
SPS-District K-12,K-12 School,98103.0,6,NORTHWEST,47.68636,-122.3423,2,47602,0,78.0,0.0,83.59,86
NonResidential,Other,98013.0,6,NORTHWEST,47.67713,-122.35398,2,28072,0,,0.0,63.48,99
NonResidential,Restaurant,98121.0,7,DOWNTOWN,47.61468,-122.34925,2,31020,0,,0.0,207.6,61
NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.61402,-122.35016,2,21600,0,,0.0,29.62,99
NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.6158,-122.35126,5,61825,13320,59.0,0.0,141.2,42
NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.61683,-122.35176,3,64630,0,96.0,0.0,9.82,74
NonResidential,Worship Facility,98121.0,7,DOWNTOWN,47.61636,-122.35094,2,20920,0,15.0,0.0,42.19,68
NonResidential,Worship Facility,98116.0,1,SOUTHWEST,47.57384,-122.41182,2,22128,0,94.0,0.0,25.24,90
NonResidential,Retail Store,98133.0,5,NORTHWEST,47.72736,-122.34579,1,48139,0,98.0,0.0,24.02,48
NonResidential,Worship Facility,98116.0,1,SOUTHWEST,47.56633,-122.38725,2,21364,0,86.0,0.0,43.8,67
NonResidential,University,98121.0,7,DOWNTOWN,47.61741,-122.33491,2,28923,0,,0.0,15.27,24
NonResidential,University,98121.0,7,DOWNTOWN,47.61789,-122.33573,3,21600,0,,0.0,6.33,88
NonResidential,Retail Store,98105.0,4,NORTHEAST,47.6646,-122.29932,1,25735,0,82.0,0.0,18.1,20
NonResidential,Retail Store,98105.0,4,NORTHEAST,47.66246,-122.29898,2,25862,0,20.0,0.0,154.17,60
NonResidential,Retail Store,98105.0,4,NORTHEAST,47.66246,-122.29898,2,49965,0,82.0,0.0,29.54,13
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.6026,-122.33232,2,20028,0,95.0,151742.5,14.22,87
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60247,-122.33372,7,23622,0,100.0,0.0,9.95,116
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60237,-122.33365,3,23563,0,67.0,0.0,6.16,114
NonResidential,Mixed Use Property,98104.0,7,DOWNTOWN,47.60284,-122.33407,3,28600,0,,0.0,24.25,113
NonResidential,Mixed Use Property,98104.0,7,DOWNTOWN,47.60427,-122.33385,2,38539,12379,55.0,0.0,15.24,38
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60427,-122.33385,5,26840,0,24.0,0.0,13.87,110
NonResidential,Retail Store,98104.0,7,DOWNTOWN,47.60427,-122.33385,2,46800,0,86.0,0.0,8.68,110
