BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ENERGYSTARScore,SteamUse(kBtu),TotalGHGEmissions,BuildingAge
NonResidential,Small- and Mid-Sized Office,98144.0,3,CENTRAL,47.59693,-122.31124,2,28296,0,80.0,0.0,9.26,53
NonResidential,Small- and Mid-Sized Office,98122.0,3,CENTRAL,47.61744,-122.30514,3,31357,0,55.0,0.0,22.48,17
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.55945,-122.33601,1,160000,0,94.0,0.0,8.07,48
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.55601,-122.33627,1,53550,0,11.0,0.0,174.62,56
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.55716,-122.33744,1,38412,0,62.0,0.0,67.05,92
NonResidential,Self-Storage Facility,98134.0,2,GREATER DUWAMISH,47.55662,-122.33728,1,25881,0,,0.0,3.8,86
NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER DUWAMISH,47.55498,-122.32497,1,24291,0,98.0,0.0,19.61,63
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.55458,-122.32639,1,36544,0,5.0,0.0,8.85,50
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.58387,-122.32092,1,20796,0,,0.0,51.1,67
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.5822,-122.321,1,21349,0,70.0,0.0,17.04,69
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.58082,-122.32031,1,38630,0,33.0,0.0,2.91,80
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.58032,-122.32083,1,20724,0,,0.0,83.3,66
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.5793,-122.32226,1,24109,0,,0.0,33.1,56
NonResidential,Refrigerated Warehouse,98134.0,2,GREATER DUWAMISH,47.58118,-122.32211,1,25375,0,,0.0,28.37,61
Nonresidential COS,Warehouse,98134.0,2,GREATER DUWAMISH,47.5829,-122.32417,1,22803,0,78.0,0.0,21.5,31
Nonresidential COS,Mixed Use Property,98134.0,2,GREATER DUWAMISH,47.5829,-122.32417,1,23100,0,,0.0,157.07,31
NonResidential,Refrigerated Warehouse,98134.0,2,GREATER DUWAMISH,47.58252,-122.32193,1,41550,0,94.0,0.0,4.48,65
NonResidential,Other,98108.0,1,GREATER DUWAMISH,47.52305,-122.31899,2,54170,0,,0.0,178.35,22
SPS-District K-12,K-12 School,98108.0,1,GREATER DUWAMISH,47.52361,-122.32469,2,64493,0,85.0,0.0,28.57,16
NonResidential,K-12 School,98118.0,2,SOUTHEAST,47.55095,-122.27978,2,42252,0,49.0,0.0,102.35,104
NonResidential,Self-Storage Facility,98118.0,2,GREATER DUWAMISH,47.54514,-122.28596,1,23100,0,,0.0,13.87,61
NonResidential,Worship Facility,98118.0,2,SOUTHEAST,47.5419,-122.28302,3,22895,0,96.0,0.0,12.92,35
NonResidential,Retail Store,98118.0,2,GREATER DUWAMISH,47.53922,-122.28295,2,54211,17471,100.0,0.0,8.84,14
SPS-District K-12,K-12 School,98178.0,2,SOUTHEAST,47.49917,-122.26306,1,41428,0,90.0,0.0,44.27,55
NonResidential,Self-Storage Facility,98115.0,5,NORTHEAST,47.69316,-122.30487,6,48179,7132,,0.0,12.22,10
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.59294,-122.32555,1,52325,0,67.0,0.0,18.03,79
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.59322,-122.32491,4,20600,0,,0.0,9.71,96
Campus,Other,98134.0,2,GREATER DUWAMISH,47.59042,-122.32498,0,230971,0,,0.0,405.05,25
NonResidential,Retail Store,98134.0,2,GREATER DUWAMISH,47.58698,-122.32397,1,25880,0,100.0,0.0,1.14,72
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.58336,-122.32525,1,45842,0,99.0,0.0,12.55,56
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.57936,-122.32322,1,31365,0,,0.0,5.09,44
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.57959,-122.32557,1,32100,0,,0.0,25.77,106
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.57895,-122.32551,1,20520,0,20.0,0.0,40.85,50
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.57833,-122.32563,1,22972,0,12.0,0.0,3.45,71
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.57934,-122.32501,1,24990,0,80.0,0.0,8.7,63
NonResidential,Retail Store,98134.0,2,GREATER DUWAMISH,47.57667,-122.32542,2,24000,0,,0.0,40.94,65
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.56845,-122.32732,1,100386,0,,0.0,95.93,53
NonResidential,Distribution Center,98108.0,2,GREATER DUWAMISH,47.56758,-122.32638,1,24354,0,10.0,0.0,17.29,50
NonResidential,Distribution Center,98108.0,2,GREATER DUWAMISH,47.56823,-122.32506,1,33600,0,58.0,0.0,15.35,57
NonResidential,Other,98108.0,2,GREATER DUWAMISH,47.56671,-122.32446,1,20819,0,,0.0,51.27,42
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.5668,-122.32499,1,23296,0,,0.0,40.01,49
NonResidential,Mixed Use Property,98134.0,2,GREATER DUWAMISH,47.57019,-122.32352,1,35222,0,,0.0,40.42,62
NonResidential,Refrigerated Warehouse,98108.0,2,GREATER DUWAMISH,47.5668,-122.32149,1,25520,0,100.0,0.0,59.0,59
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.58754,-122.3224,1,25460,0,,0.0,5.82,64
SPS-District K-12,K-12 School,98106.0,1,DELRIDGE,47.53961,-122.35866,1,41526,0,79.0,0.0,56.04,46
NonResidential,Small- and Mid-Sized Office,98115.0,5,NORTH,47.70008,-122.30321,2,24291,0,87.0,0.0,6.42,42
NonResidential,Retail Store,98115.0,5,NORTH,47.70053,-122.3038,2,20738,0,44.0,0.0,3.67,58
NonResidential,Mixed Use Property,98125.0,5,NORTH,47.70175,-122.30269,4,30948,0,,0.0,6.41,16
NonResidential,Medical Office,98144.0,5,NORTH,47.7044,-122.32285,2,28385,7056,1.0,0.0,18.5,30
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.57254,-122.32549,1,21755,0,,0.0,17.51,38
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.57217,-122.32421,1,27933,0,,0.0,42.73,56
NonResidential,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,47.57013,-122.3244,1,23143,0,75.0,0.0,38.87,33
NonResidential,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,47.57075,-122.32724,1,28800,0,73.0,0.0,60.12,54
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.57294,-122.32811,1,39600,0,85.0,0.0,2.82,64
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.57199,-122.32811,1,39600,0,91.0,0.0,9.25,64
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.57747,-122.32844,1,41248,0,37.0,0.0,16.5,79
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.57587,-122.32789,1,36400,0,,0.0,46.16,7
NonResidential,Other,98116.0,1,SOUTHWEST,47.56398,-122.38727,1,31332,0,,0.0,24.91,96
NonResidential,Worship Facility,98116.0,1,SOUTHWEST,47.57177,-122.38716,2,35864,0,75.0,0.0,43.64,68
NonResidential,Worship Facility,98108.0,2,GREATER DUWAMISH,47.55464,-122.31576,1,20484,0,69.0,0.0,38.38,62
NonResidential,Medical Office,98105.0,4,NORTHEAST,47.66169,-122.28558,4,45264,17622,4.0,0.0,12.89,32
NonResidential,Medical Office,98105.0,4,NORTHEAST,47.66159,-122.28606,4,36932,14576,,0.0,19.69,29
NonResidential,Other,98122.0,3,CENTRAL,47.60775,-122.31198,4,45082,0,,0.0,93.5,43
NonResidential,Worship Facility,98103.0,6,NORTHWEST,47.68351,-122.35482,2,41600,0,58.0,0.0,30.99,65
NonResidential,Small- and Mid-Sized Office,98102.0,4,LAKE UNION,47.63567,-122.32522,2,34110,0,31.0,0.0,17.87,56
NonResidential,Warehouse,98116.0,2,GREATER DUWAMISH,47.57798,-122.32783,1,23750,0,,0.0,3.65,46
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.57832,-122.32649,1,43390,0,87.0,0.0,3.72,46
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.58238,-122.32719,1,35400,0,84.0,0.0,9.29,57
NonResidential,Distribution Center,98104.0,2,GREATER DUWAMISH,47.58517,-122.32853,1,28144,0,19.0,0.0,8.22,50
NonResidential,Warehouse,98199.0,2,GREATER DUWAMISH,47.5842,-122.32826,3,71283,0,41.0,0.0,43.17,100
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.58661,-122.3281,1,23792,0,,0.0,19.88,27
NonResidential,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,47.58895,-122.32833,2,47368,0,99.0,0.0,7.27,37
NonResidential,Mixed Use Property,98134.0,2,GREATER DUWAMISH,47.58874,-122.32662,1,46183,0,,0.0,27.92,85
NonResidential,Small- and Mid-Sized Office,98122.0,3,CENTRAL,47.60592,-122.31367,5,72613,22788,84.0,0.0,41.96,32
NonResidential,Retail Store,98118.0,2,SOUTHEAST,47.56514,-122.28781,1,36071,0,97.0,0.0,50.76,48
SPS-District K-12,K-12 School,98118.0,2,SOUTHEAST,47.56591,-122.28339,3,51672,0,97.0,0.0,20.3,27
Nonresidential COS,Medical Office,98118.0,2,SOUTHEAST,47.56364,-122.28572,2,38352,11082,36.0,0.0,14.7,26
Nonresidential COS,Mixed Use Property,98118.0,2,SOUTHEAST,47.56214,-122.28143,1,28425,0,,0.0,57.25,21
NonResidential,Other,98125.0,5,NORTH,47.7139,-122.29794,3,35115,0,,0.0,31.94,7
NonResidential,Mixed Use Property,98103.0,5,NORTHWEST,47.69734,-122.34639,1,66704,0,,0.0,19.77,44
Nonresidential COS,Warehouse,98103.0,5,NORTHWEST,47.70117,-122.34284,1,25658,0,,0.0,18.87,47
NonResidential,Small- and Mid-Sized Office,98122.0,3,EAST,47.61345,-122.3198,2,36000,0,95.0,0.0,18.04,109
NonResidential,Mixed Use Property,98122.0,3,EAST,47.61324,-122.31724,1,36000,0,59.0,0.0,26.52,103
NonResidential,Warehouse,98122.0,3,EAST,47.61467,-122.31777,2,43200,0,38.0,0.0,49.18,101
NonResidential,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,47.59501,-122.32852,4,53840,12870,71.0,0.0,46.85,103
NonResidential,Retail Store,98134.0,2,GREATER DUWAMISH,47.58801,-122.32944,1,43794,0,88.0,0.0,23.5,41
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.57466,-122.33089,1,48280,0,18.0,0.0,78.57,48
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.57258,-122.33059,1,36040,0,,0.0,7.74,62
NonResidential,Supermarket / Grocery Store,98115.0,4,NORTHEAST,47.68269,-122.28912,1,32822,0,42.0,0.0,219.93,51
SPS-District K-12,K-12 School,98115.0,4,NORTHEAST,47.68069,-122.27533,1,64314,0,86.0,0.0,108.05,68
NonResidential,Worship Facility,98115.0,4,NORTHEAST,47.68061,-122.29002,2,20385,0,65.0,0.0,34.04,66
NonResidential,Worship Facility,98115.0,4,NORTHEAST,47.67984,-122.27739,1,24295,0,53.0,0.0,1.51,70
NonResidential,Small- and Mid-Sized Office,98105.0,4,NORTHEAST,47.66888,-122.28333,2,20317,0,83.0,0.0,4.33,49
NonResidential,Supermarket / Grocery Store,98105.0,4,NORTHEAST,47.66824,-122.28394,1,24377,0,6.0,0.0,260.32,43
NonResidential,Other,98113.0,5,NORTHWEST,47.70197,-122.34219,1,33392,0,,0.0,19.43,30
NonResidential,Supermarket / Grocery Store,98133.0,5,NORTHWEST,47.70224,-122.34409,1,45155,0,6.0,0.0,158.63,30
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,47.5316,-122.333,1,32000,0,3.0,0.0,41.77,50
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,47.5316,-122.333,1,44000,0,15.0,0.0,175.53,46
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,47.5316,-122.333,1,36000,0,44.0,0.0,124.4,43
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,47.52549,-122.33064,1,31360,0,,0.0,43.18,37
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,47.52549,-122.33064,1,33320,0,,0.0,64.75,37
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,47.52549,-122.33064,1,48020,0,71.0,0.0,59.14,37
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,47.52549,-122.33064,1,27420,0,55.0,0.0,39.05,37
NonResidential,K-12 School,98115.0,5,NORTHEAST,47.694,-122.28967,2,43645,0,71.0,0.0,85.15,67
NonResidential,Retail Store,98115.0,5,NORTHEAST,47.69066,-122.29023,1,26853,0,68.0,0.0,21.46,64
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.59347,-122.33369,4,44775,0,,0.0,29.88,107
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.57507,-122.33349,1,27760,0,,0.0,112.82,100
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.57459,-122.3339,1,20975,0,,0.0,6.46,79
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.57619,-122.3339,1,26075,0,,0.0,17.6,98
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.57881,-122.33273,1,29394,0,60.0,0.0,26.27,24
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.57941,-122.3336,2,20400,0,69.0,0.0,12.17,90
NonResidential,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,47.57893,-122.33374,1,20460,0,16.0,0.0,6.3,90
NonResidential,Self-Storage Facility,98134.0,2,GREATER DUWAMISH,47.58168,-122.33369,2,25821,0,,0.0,1.46,91
NonResidential,Refrigerated Warehouse,98134.0,2,GREATER DUWAMISH,47.58217,-122.33263,2,21870,0,45.0,0.0,7.49,61
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.58069,-122.3325,1,51664,0,,0.0,66.77,28
NonResidential,Medical Office,98126.0,1,DELRIDGE,47.53419,-122.36624,1,43615,0,89.0,0.0,106.35,46
NonResidential,Small- and Mid-Sized Office,98126.0,1,DELRIDGE,47.53419,-122.36624,3,36879,0,26.0,0.0,7.98,46
Nonresidential COS,Other,98106.0,1,DELRIDGE,47.53578,-122.36205,2,28531,0,,0.0,92.7,14
NonResidential,Warehouse,98106.0,1,DELRIDGE,47.53846,-122.36175,2,36600,0,80.0,0.0,2.15,34
NonResidential,Mixed Use Property,98126.0,1,SOUTHWEST,47.57269,-122.37056,5,35176,0,,0.0,7.05,12
SPS-District K-12,K-12 School,98115.0,5,NORTH,47.69845,-122.30747,1,36701,0,87.0,0.0,47.98,57
NonResidential,University,98103.0,4,LAKE UNION,47.65231,-122.34217,2,41293,15243,,0.0,61.68,76
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.55718,-122.33288,1,48890,0,49.0,0.0,61.6,75
NonResidential,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,47.55658,-122.33322,3,43473,0,3.0,0.0,30.79,16
NonResidential,Retail Store,98126.0,1,DELRIDGE,47.52254,-122.36627,1,40265,0,19.0,0.0,35.48,26
NonResidential,Retail Store,98126.0,1,DELRIDGE,47.52254,-122.36627,1,26208,0,79.0,0.0,37.61,11
Nonresidential COS,Other,98106.0,1,DELRIDGE,47.52801,-122.36918,2,27227,0,,0.0,286.89,41
NonResidential,Mixed Use Property,98117.0,6,BALLARD,47.69766,-122.37346,1,42172,0,,0.0,152.14,90
NonResidential,Small- and Mid-Sized Office,98104.0,2,DOWNTOWN,47.59657,-122.33394,5,32250,0,92.0,0.0,11.44,106
NonResidential,Retail Store,98103.0,6,NORTHWEST,47.69061,-122.35731,1,51000,0,95.0,0.0,14.17,63
NonResidential,Mixed Use Property,98134.0,2,GREATER DUWAMISH,47.58452,-122.3337,1,27000,0,,0.0,1.6,100
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.58787,-122.33365,2,20747,0,,0.0,17.45,81
NonResidential,Warehouse,98101.0,2,GREATER DUWAMISH,47.58903,-122.33361,2,40800,0,,0.0,27.83,88
NonResidential,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,47.59508,-122.33378,2,20150,0,80.0,0.0,4.02,96
NonResidential,Small- and Mid-Sized Office,98104.0,2,DOWNTOWN,47.59639,-122.33368,7,36000,0,40.0,0.0,11.73,107
NonResidential,Warehouse,98111.0,2,GREATER DUWAMISH,47.59081,-122.33487,2,41276,0,,0.0,96.62,78
NonResidential,Refrigerated Warehouse,98134.0,2,GREATER DUWAMISH,47.58999,-122.33539,2,24430,0,,0.0,23.62,79
NonResidential,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,47.58686,-122.33469,1,22580,0,90.0,0.0,9.65,89
NonResidential,Warehouse,98122.0,3,CENTRAL,47.60192,-122.31641,1,20000,0,18.0,0.0,33.52,90
NonResidential,Warehouse,98122.0,3,CENTRAL,47.60224,-122.31529,1,42000,0,,0.0,82.07,62
NonResidential,Self-Storage Facility,98122.0,3,CENTRAL,47.61234,-122.31628,1,24248,0,,0.0,0.79,54
NonResidential,Senior Care Community,98133.0,5,NORTH,47.70178,-122.32352,6,244500,0,100.0,0.0,292.8,7
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.55608,-122.3388,1,24617,0,,0.0,0.75,84
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.55768,-122.33137,3,127065,84710,,0.0,22.62,7
NonResidential,Retail Store,98134.0,2,GREATER DUWAMISH,47.55772,-122.33017,1,37247,0,69.0,0.0,58.36,52
NonResidential,Retail Store,98117.0,6,BALLARD,47.69274,-122.37602,1,25384,0,11.0,0.0,77.23,23
NonResidential,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,47.58462,-122.3347,3,49052,0,96.0,0.0,10.05,106
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.58318,-122.3347,2,52110,0,34.0,0.0,25.15,116
NonResidential,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,47.57595,-122.33624,2,39036,0,,0.0,39.25,79
NonResidential,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,47.57529,-122.33475,1,26310,0,96.0,0.0,14.99,93
NonResidential,Retail Store,98118.0,2,SOUTHEAST,47.54723,-122.28455,1,37883,0,88.0,0.0,413.1,50
NonResidential,K-12 School,98126.0,1,DELRIDGE,47.53887,-122.37564,3,29874,0,95.0,0.0,54.27,54
NonResidential,Worship Facility,98199.0,7,MAGNOLIA / QUEEN ANNE,47.64,-122.39743,1,20140,0,35.0,0.0,47.08,51
NonResidential,Self-Storage Facility,98133.0,6,NORTHWEST,47.70281,-122.35623,2,71874,31389,,0.0,44.97,26
NonResidential,Small- and Mid-Sized Office,98144.0,3,CENTRAL,47.60104,-122.30155,2,39953,0,93.0,0.0,28.05,45
NonResidential,Retail Store,98144.0,3,CENTRAL,47.60009,-122.3017,2,21200,0,15.0,0.0,11.69,18
NonResidential,Supermarket / Grocery Store,98144.0,3,CENTRAL,47.59881,-122.30189,1,30630,0,27.0,0.0,42.24,36
NonResidential,Retail Store,98144.0,3,CENTRAL,47.59881,-122.30189,2,23421,0,25.0,0.0,13.22,36
SPS-District K-12,K-12 School,98117.0,6,BALLARD,47.6763,-122.38051,3,117116,0,83.0,0.0,256.31,85
NonResidential,Worship Facility,98117.0,6,BALLARD,47.67628,-122.38238,2,24120,0,66.0,0.0,31.54,88
NonResidential,Worship Facility,98117.0,6,BALLARD,47.6764,-122.38502,3,35736,0,88.0,0.0,51.15,87
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.57298,-122.33644,1,51050,0,10.0,0.0,27.75,75
NonResidential,Retail Store,98134.0,2,GREATER DUWAMISH,47.57044,-122.33475,2,21900,0,40.0,0.0,42.66,62
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.57227,-122.33843,1,16300,0,100.0,0.0,1.6,64
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.57339,-122.33735,1,33462,0,1.0,0.0,9.67,52
NonResidential,Mixed Use Property,98134.0,2,GREATER DUWAMISH,47.57506,-122.33862,1,35310,0,,0.0,44.68,64
NonResidential,Other,98108.0,2,GREATER DUWAMISH,47.54089,-122.32323,3,36140,0,,0.0,32.44,54
NonResidential,Other,98144.0,3,DOWNTOWN,47.59886,-122.31678,2,47963,21384,,0.0,298.91,25
NonResidential,Warehouse,98104.0,2,DOWNTOWN,47.59774,-122.31936,1,23903,0,65.0,0.0,14.37,86
NonResidential,Self-Storage Facility,98115.0,4,NORTHEAST,47.67923,-122.31715,3,22522,0,,0.0,23.52,69
NonResidential,Self-Storage Facility,98115.0,4,NORTHEAST,47.67905,-122.31697,4,38959,0,,0.0,23.84,20
NonResidential,Warehouse,98144.0,3,GREATER DUWAMISH,47.5867,-122.30519,2,25955,0,,0.0,8.49,88
Campus,K-12 School,98104.0,3,EAST,47.60776,-122.32481,4,46100,0,75.0,548294.6875,78.19,93
NonResidential,Worship Facility,98133.0,5,NORTHWEST,47.70901,-122.35498,2,21936,0,96.0,0.0,28.78,65
NonResidential,Other,98125.0,5,NORTH,47.7162,-122.2956,1,25406,0,,0.0,41.96,56
NonResidential,Small- and Mid-Sized Office,98118.0,2,SOUTHEAST,47.56029,-122.2858,2,23250,0,55.0,0.0,6.3,49
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.55966,-122.33146,1,30000,0,32.0,0.0,120.72,56
Nonresidential COS,Warehouse,98108.0,2,GREATER DUWAMISH,47.56522,-122.32205,1,45036,0,,0.0,49.53,54
SPS-District K-12,K-12 School,98116.0,1,SOUTHWEST,47.57269,-122.39673,1,51410,0,87.0,0.0,64.79,54
NonResidential,Mixed Use Property,98101.0,7,DOWNTOWN,47.61376,-122.33445,39,1074552,112124,65.0,0.0,449.59,7
NonResidential,University,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65019,-122.36173,2,122679,0,,0.0,588.25,57
Campus,University,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65019,-122.36173,2,537000,0,,0.0,3768.66,71
NonResidential,Small- and Mid-Sized Office,98125.0,5,NORTH,47.70868,-122.30089,4,23022,0,78.0,0.0,14.64,36
NonResidential,Refrigerated Warehouse,98134.0,2,GREATER DUWAMISH,47.56173,-122.32885,1,27263,0,,0.0,17.22,49
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.56318,-122.32889,1,31569,0,12.0,0.0,125.59,54
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.56362,-122.32876,1,22509,0,57.0,0.0,1.24,60
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.56424,-122.32902,1,39984,0,75.0,0.0,36.82,60
SPS-District K-12,K-12 School,98102.0,3,EAST,47.62442,-122.31838,2,73769,0,92.0,0.0,94.85,91
NonResidential,Worship Facility,98102.0,3,EAST,47.62322037,-122.320017,1,26440,0,91.0,0.0,27.93,110
SPS-District K-12,K-12 School,98115.0,4,NORTHEAST,47.68503,-122.28267,1,43578,0,83.0,0.0,24.63,55
NonResidential,Self-Storage Facility,98144.0,3,GREATER DUWAMISH,47.59291,-122.31042,2,28800,0,,0.0,29.44,60
NonResidential,K-12 School,98122.0,3,CENTRAL,47.61791,-122.28594,2,28500,0,92.0,0.0,28.64,7
NonResidential,Restaurant,98109.0,3,LAKE UNION,47.62902,-122.33173,2,26519,0,,0.0,97.27,38
NonResidential,Mixed Use Property,98109.0,3,LAKE UNION,47.62774,-122.33384,2,34639,15402,,0.0,515.71,28
NonResidential,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62643,-122.33946,2,26300,0,,0.0,116.94,95
NonResidential,Restaurant,98109.0,7,LAKE UNION,47.63734,-122.33988,2,34072,0,,0.0,226.81,54
NonResidential,Small- and Mid-Sized Office,98109.0,7,LAKE UNION,47.63614,-122.33982,3,23355,0,77.0,0.0,5.86,67
NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63575,-122.33895,4,30840,0,30.0,0.0,101.21,51
NonResidential,Other,98115.0,4,NORTHEAST,47.67642,-122.3035,1,20332,0,,0.0,10.99,70
NonResidential,Worship Facility,98122.0,3,CENTRAL,47.61118,-122.288,1,21850,0,100.0,0.0,13.09,116
NonResidential,Mixed Use Property,98105.0,4,NORTHEAST,47.66827,-122.29978,4,32282,6985,,0.0,34.62,19
NonResidential,Large Office,98104.0,7,DOWNTOWN,47.60449,-122.33803,13,307557,83064,,0.0,66.32,33
NonResidential,Self-Storage Facility,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64633,-122.3508,2,28309,0,,0.0,11.85,98
NonResidential,Hotel,98104.0,7,DOWNTOWN,47.60154,-122.3352,4,45500,0,77.0,941139.6875,122.0,102
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60106,-122.33458,5,38376,0,,0.0,14.35,116
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60149,-122.33458,4,42804,0,,0.0,46.53,116
NonResidential,Mixed Use Property,98104.0,7,DOWNTOWN,47.6005,-122.33514,5,57600,0,,0.0,223.36,11
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60023,-122.33459,4,33300,0,,0.0,18.76,116
NonResidential,Other,98104.0,7,DOWNTOWN,47.59976,-122.33514,3,22200,0,,0.0,7.05,116
NonResidential,Warehouse,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64306,-122.34219,2,29498,0,,0.0,50.05,48
NonResidential,Warehouse,98103.0,4,LAKE UNION,47.64793,-122.34358,1,23050,0,27.0,0.0,3.25,78
NonResidential,Small- and Mid-Sized Office,98103.0,4,LAKE UNION,47.64747,-122.34086,4,48350,0,45.0,0.0,22.09,8
NonResidential,Retail Store,98105.0,4,NORTHEAST,47.66097,-122.3192,1,46059,0,82.0,0.0,20.66,86
NonResidential,Medical Office,98115.0,4,NORTHEAST,47.67437,-122.3181,2,23595,0,72.0,0.0,6.53,46
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.59938,-122.33328,3,28142,0,96.0,340615.5938,34.08,116
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.59954,-122.33327,3,28760,0,,500752.8125,124.59,116
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.59979,-122.33318,4,39030,0,99.0,0.0,13.69,114
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60071,-122.33377,3,47215,0,58.0,0.0,63.81,107
Nonresidential COS,Other,98122.0,3,EAST,47.61492,-122.31728,2,61580,27000,,0.0,69.53,90
NonResidential,Small- and Mid-Sized Office,98122.0,3,EAST,47.61459,-122.31724,3,30720,0,,0.0,25.53,99
NonResidential,Mixed Use Property,98122.0,3,EAST,47.61428,-122.31726,2,20640,0,,0.0,2.88,100
NonResidential,Mixed Use Property,98122.0,3,EAST,47.61421,-122.3193,2,34914,0,,0.0,9.29,104
NonResidential,Small- and Mid-Sized Office,98122.0,3,EAST,47.61508,-122.31845,3,20897,0,,0.0,17.79,110
NonResidential,Retail Store,98122.0,3,EAST,47.61478,-122.31847,2,36940,0,100.0,0.0,2.35,100
NonResidential,Small- and Mid-Sized Office,98122.0,3,EAST,47.61435,-122.31859,3,22866,0,,0.0,20.76,103
